title,author,Rating,complete_link
Data Science and Big Data Analytics: Discovering Analyzing Visualizing and Presenting Data,EMC Education Services,"0,85",https://www.amazon.com/Data-Science-Big-Analytics-Discovering/dp/111887613X/ref=sr_1_208?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-208
Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,"Stefan Timmermans,Iddo Tavory","0,85",https://www.amazon.com/Data-Analysis-Qualitative-Research-Theorizing/dp/0226817733/ref=sr_1_172?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-172
The Data Model Resource Book Vol. 3: Universal Patterns for Data Modeling,"Len Silverston,Paul Agnew","0,85",https://www.amazon.com/Data-Model-Resource-Book-Vol/dp/0470178450/ref=sr_1_158?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-158
Data Analysis Using SQL and Excel,Gordon S. Linoff,"0,85",https://www.amazon.com/Data-Analysis-Using-SQL-Excel/dp/111902143X/ref=sr_1_29?keywords=data+analysis&qid=1663454597&sr=8-29
Business Intelligence Guidebook: From Data Integration to Analytics,Rick Sherman,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00080402E43C7JFRI9V6&url=%2FBusiness-Intelligence-Guidebook-Integration-Analytics%2Fdp%2F012411461X%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1663454597%26sr%3D8-34-spons%26psc%3D1&qualifier=1663454597&id=8970470033616320&widgetName=sp_mtf
Secondary Data in Mixed Methods Research (Mixed Methods Research Series),,"0,85",https://www.amazon.com/Secondary-Data-Mixed-Methods-Research/dp/1506389570/ref=sr_1_92?keywords=data+analysis&qid=1663454609&sr=8-92
Adventures in Social Research: Data Analysis Using IBM SPSS Statistics,"Earl Robert Babbie,William E. Wagner et al.","0,85",https://www.amazon.com/Adventures-Social-Research-Analysis-Statistics/dp/150636277X/ref=sr_1_153?keywords=data+analysis&qid=1663454623&sr=8-153
Data Analysis: A Model Comparison Approach to Regression ANOVA and Beyond,"Charles M. Judd,Gary H. McClelland et al.","0,85",https://www.amazon.com/Data-Analysis-Comparison-Approach-Regression/dp/1138819832/ref=sr_1_154?keywords=data+analysis&qid=1663454623&sr=8-154
Learning R: A Step--Step Function Guide to Data Analysis,Richard Cotton,"0,85",https://www.amazon.com/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_147?keywords=data+analysis&qid=1663454623&sr=8-147
Data Structures and Algorithm Analysis in C++ Third Edition (Dover Books on Computer Science),,"0,85",https://www.amazon.com/Structures-Algorithm-Analysis-Computer-Science/dp/048648582X/ref=sr_1_137?keywords=data+analysis&qid=1663454623&sr=8-137
Data Literacy Fundamentals: Understanding the Power & Value of Data (The Data Literacy Series),,"0,85",https://www.amazon.com/Data-Literacy-Fundamentals-Understanding-Power/dp/173326342X/ref=sr_1_120?keywords=data+analysis&qid=1663454623&sr=8-120
Python for Data Science For Dummies,"John Paul Mueller,Luca Massaron","0,85",https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_165?keywords=data+analysis&qid=1663454642&sr=8-165
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,Florent Buisson,"0,85",https://www.amazon.com/Behavioral-Data-Analysis-Python-Customer-Driven/dp/1492061379/ref=sr_1_186?keywords=data+analysis&qid=1663454642&sr=8-186
Data Analysis Using Regression and Multilevel/Hierarchical Models,,"0,85",https://www.amazon.com/Analysis-Regression-Multilevel-Hierarchical-Models/dp/052168689X/ref=sr_1_245?keywords=data+analysis&qid=1663454656&sr=8-245
Disrupting Data Governance: A Call to Action,Laura B. Madsen,"0,85",https://www.amazon.com/Disrupting-Data-Governance-Call-Action/dp/1634626532/ref=sr_1_241?keywords=data+analysis&qid=1663454656&sr=8-241
ggplot2: Elegant Graphics for Data Analysis (Use R),,"0,85",https://www.amazon.com/ggplot2-Elegant-Graphics-Data-Analysis/dp/331924275X/ref=sr_1_236?keywords=data+analysis&qid=1663454656&sr=8-236
Epidemiology: Study Design and Data Analysis Third Edition (Chapman & Hall/CRC Texts in Statistical Science),,"0,85",https://www.amazon.com/Epidemiology-Analysis-Chapman-Statistical-Science/dp/1439839700/ref=sr_1_223?keywords=data+analysis&qid=1663454656&sr=8-223
Data Analysis from Scratch with Python: The Complete Beginners Guide for Machine Learning Techniques and A Step Step NLP using Python Guide To Expert (Including Programming Interview Questions),Stephen Richard,"0,85",https://www.amazon.com/Data-Analysis-Scratch-Python-Programming/dp/1688979719/ref=sr_1_299?keywords=data+analysis&qid=1663454667&sr=8-299
Dyadic Data Analysis (Methodology in the Social Sciences),,"0,85",https://www.amazon.com/Dyadic-Analysis-Methodology-Social-Sciences/dp/1572309865/ref=sr_1_297?keywords=data+analysis&qid=1663454667&sr=8-297
C++ Programming: Program Design Including Data Structures (MindTap Course List),D. S. Malik,"0,85",https://www.amazon.com/Programming-Program-Design-Including-Structures/dp/1337117560/ref=sr_1_281?keywords=data+analysis&qid=1663454667&sr=8-281
Longitudinal Data Analysis for the Behavioral Sciences Using R,Jeffrey D. Long,"0,85",https://www.amazon.com/Longitudinal-Analysis-Behavioral-Sciences-Using/dp/1412982685/ref=sr_1_271?keywords=data+analysis&qid=1663454667&sr=8-271
Hands-On Time Series Analysis with R: Perform time series analysis and forecasting using R,,"0,85",https://www.amazon.com/Hands-Time-Analysis-forecasting-visualization/dp/1788629159/ref=sr_1_250?keywords=data+analysis&qid=1663454667&sr=8-250
Hands-On Network Forensics: Investigate network attacks and find evidence using common network forensic tools,Nipun Jaswal,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0542770H6YKYHIDZDNP&url=%2FHands-Network-Forensics-Investigate-evidences%2Fdp%2F1789344522%2Fref%3Dsr_1_241_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1663454667%26sr%3D8-241-spons%26psc%3D1&qualifier=1663454667&id=2044351928424363&widgetName=sp_atf_next
Artificial Intelligence with Power BI: Take your data analytics skills to the next level leveraging the AI capabilities in Power BI,Mary-Jo Diepeveen,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A09254721QM934M04Z9OR&url=%2FArtificial-Intelligence-Power-leveraging-capabilities%2Fdp%2F1801814635%2Fref%3Dsr_1_209_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1663454656%26sr%3D8-209-spons%26psc%3D1&qualifier=1663454656&id=8998586767692949&widgetName=sp_mtf
Data Structures and Algorithm Analysis in Java,Mark Weiss,"0,85",https://www.amazon.com/Data-Structures-Algorithm-Analysis-Java/dp/0132576279/ref=sr_1_156?keywords=data+analysis&qid=1663454642&sr=8-156
Deep Learning with PyTorch: Build train and tune neural networks using Python tools,"Eli Stevens,Luca Antiga et al.","0,85",https://www.amazon.com/Deep-Learning-PyTorch-Eli-Stevens/dp/1617295264/ref=sr_1_15?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-15
Deep Learning from Scratch: Building with Python from First Principles,Seth Weidman,"0,85",https://www.amazon.com/Deep-Learning-Scratch-Building-Principles/dp/1492041416/ref=sr_1_14?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-14
Foundations of Deep Reinforcement Learning: Theory and Practice in Python (Addison-Wesley Data & Analytics Series),,"0,85",https://www.amazon.com/Deep-Reinforcement-Learning-Python-Hands/dp/0135172381/ref=sr_1_53?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-53
Grokking Deep Learning,Andrew Trask,"0,85",https://www.amazon.com/Grokking-Deep-Learning-Andrew-Trask/dp/1617293709/ref=sr_1_25?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-25
Learning Unix for OS X: Going Deep With the Terminal and Shell,Dave Taylor,"0,85",https://www.amazon.com/Learning-Unix-OS-Going-Terminal/dp/1491939982/ref=sr_1_250?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-250
Deep Learning and the Game of Go,"Max Pumperla,Kevin Ferguson","0,85",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDAzODM5NDU5NzU0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-Game-Max-Pumperla%2Fdp%2F1617295329%2Fref%3Dsr_1_260_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-260-spons%26psc%3D1
Artificial Intelligence Machine Learning and Deep Learning,Oswald Campesato,"0,85",https://www.amazon.com/Artificial-Intelligence-Machine-Learning-Deep/dp/1683924673/ref=sr_1_214?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-214
Culture in School Learning: Revealing the Deep Meaning,Etta R. Hollins,"0,85",https://www.amazon.com/Culture-School-Learning-Revealing-Meaning/dp/0415743451/ref=sr_1_213?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-213
Graph-Powered Machine Learning,Alessandro Nego,"0,85",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDA0NzA4MzE5NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGraph-Powered-Machine-Learning-Alessandro-Nego%2Fdp%2F1617295647%2Fref%3Dsr_1_212_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-212-spons%26psc%3D1
Codeless Deep Learning with KNIME: Build train and deploy various deep neural network architectures using KNIME Analytics Platform,"Kathrin Melcher,Rosaria Silipo","0,85",https://www.amazon.com/Codeless-Deep-Learning-KNIME-architectures/dp/1800566611/ref=sr_1_166?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-166
Deep Reinforcement Learning with Python: Master classic RL deep RL distributional RL inverse RL and more with OpenAI Gym and TensorFlow 2nd Edition,Sudharsan Ravichandiran,"0,85",https://www.amazon.com/Deep-Reinforcement-Learning-Python-distributional/dp/1839210680/ref=sr_1_55?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-55
Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),,"0,85",https://www.amazon.com/Machine-Learning-Probabilistic-Perspective-Computation/dp/0262018020/ref=sr_1_38?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-38
Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI,Robert (Munro) Monarch,"0,85",https://www.amazon.com/Human-Loop-Machine-Learning-human-computer/dp/1617296740/ref=sr_1_104?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-104
Understanding Machine Learning: From Theory to Algorithms,"Shai Shalev-Shwartz,Shai Ben-David","0,85",https://www.amazon.com/Understanding-Machine-Learning-Theory-Algorithms/dp/1107057132/ref=sr_1_100?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-100
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies,Steven Finlay,"0,85",https://www.amazon.com/Artificial-Intelligence-Machine-Learning-Business/dp/1999325389/ref=sr_1_269?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-269
A First Course in Machine Learning (Chapman & Hall/CRC Machine Learning & Pattern Recognition),"Simon Rogers,Mark Girolami","0,85",https://www.amazon.com/First-Course-Machine-Learning/dp/0367574640/ref=sr_1_265?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-265
Building Machine Learning Powered Applications: Going from Idea to Product,Emmanuel Ameisen,"0,85",https://www.amazon.com/Building-Machine-Learning-Powered-Applications/dp/149204511X/ref=sr_1_208?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-208
Exploring GPT-3: An unofficial first look at the general-purpose language processing API from OpenAI,"Steve Tingiris,Bret Kinsella","0,85",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MzAxOTQ0NzI0MTIzNzkxOjE2NjM0NjUwNDA6c3BfbXRmOjIwMDA3OTIzNTEzMzM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FExploring-GPT-3-unofficial-general-purpose-processing%2Fdp%2F1800563191%2Fref%3Dsr_1_210_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465040%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-210-spons%26psc%3D1
Computer Programming for Beginners: Fundamentals of Programming Terms and Concepts,Nathan Clark,"0,85",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfYXRmX25leHQ6MjAwMDc2OTg2NzA4Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FComputer-Programming-Beginners-Fundamentals-Concepts%2Fdp%2F1719439559%2Fref%3Dsr_1_49_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-49-spons%26psc%3D1
Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications 2nd Edition,Alan D. Moore,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0518203UAXEGDEXIJAB&url=%2FPython-GUI-Programming-Tkinter-user-friendly%2Fdp%2F1801815925%2Fref%3Dsr_1_36_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-36-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaws Hard Way Series),,"0,85",https://www.amazon.com/Learn-Python-Hard-Way-Introduction/dp/0134692888/ref=sr_1_103?keywords=python&qid=1663459274&sr=8-103
Advanced Python Scripting for ArcGIS Pro,Paul A. Zandbergen,"0,85",https://www.amazon.com/Advanced-Python-Scripting-ArcGIS-Pro/dp/1589486188/ref=sr_1_96?keywords=python&qid=1663459274&sr=8-96
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,"0,85",https://www.amazon.com/Python-Programmers-Artificial-Intelligence-Studies/dp/0135224330/ref=sr_1_155?keywords=python&qid=1663459285&sr=8-155
Building Python Web APIs with FastAPI: A fast-paced guide to building high-performance robust web APIs with very little boilerplate code,Abdulazeez Abdulazeez Adeshina,"0,85",https://www.amazon.com/Building-Python-APIs-FastAPI-high-performance/dp/1801076634/ref=sr_1_194?keywords=python&qid=1663459301&sr=8-194
Classic Computer Science Problems in Python,David Kopec,"0,85",https://www.amazon.com/Classic-Computer-Science-Problems-Python/dp/1617295981/ref=sr_1_283?keywords=python&qid=1663459326&sr=8-283
PYTHON PROGRAMMING: 3 BOOKS IN 1: The Complete guide to Learn Everything you Need to Know about Python,Clive Campbell,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06505211I1RQIF54YH7K&url=%2FPYTHON-PROGRAMMING-Complete-Everything-Python%2Fdp%2FB087CRNF1W%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dpython%26qid%3D1663459326%26sr%3D8-257-spons%26psc%3D1&qualifier=1663459326&id=6192604472233120&widgetName=sp_mtf
Fundamentals of Python: First Programs,Kenneth A. Lambert,"0,85",https://www.amazon.com/Fundamentals-Python-Programs-Kenneth-Lambert/dp/133756009X/ref=sr_1_218?keywords=python&qid=1663459313&sr=8-218
Genetic Algorithms with Python,Clinton Sheppard,"0,85",https://www.amazon.com/Genetic-Algorithms-Python-Clinton-Sheppard/dp/1540324001/ref=sr_1_216?keywords=python&qid=1663459313&sr=8-216
Learn Python Quickly: A Complete BeginnerÃ¢â‚¬â„¢s Guide to Learning Python Even If YouÃ¢â‚¬â„¢re New to Programming (Crash Course With Hands-On Project),,"0,85",https://www.amazon.com/Learn-Python-Quickly-Programming-Hands/dp/1951791274/ref=sr_1_208?keywords=python&qid=1663459313&sr=8-208
Continuous Delivery with Docker and Jenkins: Create secure applications building complete CI/CD pipelines 2nd Edition,Rafal Leszko,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A05688732W0YXRN1V5PE&url=%2FContinuous-Delivery-Docker-Jenkins-applications%2Fdp%2F1838552189%2Fref%3Dsr_1_196_sspa%3Fkeywords%3Dpython%26qid%3D1663459313%26sr%3D8-196-spons%26psc%3D1&qualifier=1663459313&id=2056184904598566&widgetName=sp_atf_next
Python for SAS Users: A SAS-Oriented Introduction to Python,"Randy Betancourt,Sarah Chen","0,85",https://www.amazon.com/Python-SAS-Users-SAS-Oriented-Introduction/dp/1484250001/ref=sr_1_169?keywords=python&qid=1663459301&sr=8-169
Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4 MQTT RESTful APIs WebSockets and Python 3,Gary Smart,"0,85",https://www.amazon.com/Practical-Python-Programming-IoT-WebSockets/dp/1838982469/ref=sr_1_158?keywords=python&qid=1663459301&sr=8-158
Python Automation Cookbook: 75 Python automation ideas for web scraping data wrangling and processing Excel reports emails and more 2nd Edition,Jaime Buelta,"0,85",https://www.amazon.com/Python-Automation-Cookbook-automation-processing/dp/1800207085/ref=sr_1_128?keywords=python&qid=1663459285&sr=8-128
Mastering Reinforcement Learning with Python: Build next-generation self-learning models using reinforcement learning techniques and best practices,Enes Bilgin,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0104404288AI2PEHL&url=%2FMastering-Reinforcement-Learning-Python-next-generation%2Fdp%2F1838644148%2Fref%3Dsr_1_72_sspa%3Fkeywords%3Dpython%26qid%3D1663459274%26sr%3D8-72-spons%26psc%3D1&qualifier=1663459274&id=4039912833702572&widgetName=sp_mtf
Statistics for Absolute Beginners (Second Edition) (Data Science Python & Statistics for Beginners),Oliver Theobald,"0,85",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06017198DJ8304M1R4Q&url=%2FStatistics-Absolute-Beginners-Second-Theobald%2Fdp%2FB08BDZ2DCF%2Fref%3Dsr_1_4_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663452985%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-4-spons%26psc%3D1&qualifier=1663452985&id=4337139339647806&widgetName=sp_atf
UPDATED Version of The Practice of Statistics,"Daren S. Starnes,Josh Tabor","0,85",https://www.amazon.com/UPDATED-Version-Practice-Statistics-Starnes/dp/131926929X/ref=sr_1_51?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-51
Data Mining for Business Analytics: Concepts Techniques and Applications in R,"Galit Shmueli,Peter C. Bruce et al.","0,85",https://www.amazon.com/Data-Mining-Business-Analytics-Applications/dp/1118879368/ref=sr_1_43?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-43
Discovering Statistics Using IBM SPSS Statistics: North American Edition,Andy Field,"0,85",https://www.amazon.com/Discovering-Statistics-Using-IBM-SPSS/dp/1526436566/ref=sr_1_29?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-29
Statistics for People Who (Think They) Hate Statistics: Using Microsoft Excel,"Neil J. Salkind,Bruce B. Frey","0,85",https://www.amazon.com/Statistics-People-Think-They-Hate/dp/1071803883/ref=sr_1_28?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-28
Fundamentals of Programming in SAS: A Case Studies Approach,"James Blum,Jonathan Duggins","0,85",https://www.amazon.com/Fundamentals-Programming-SAS%C2%AE-Studies-Approach/dp/1635266726/ref=sr_1_95?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-95
Statistics II For Dummies,Deborah J. Rumsey,"0,85",https://www.amazon.com/Statistics-II-Dummies-Deborah-Rumsey/dp/1119827396/ref=sr_1_89?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-89
Introduction to Mathematical Statistics and Its Applications An,"Richard Larsen,Morris Marx","0,85",https://www.amazon.com/Introduction-Mathematical-Statistics-Its-Applications/dp/0134114213/ref=sr_1_155?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-155
An Introduction to Formal Languages and Automata,Peter Linz,"0,85",https://www.amazon.com/Introduction-Formal-Languages-Automata/dp/1284077241/ref=sr_1_140?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-140
Doing Quantitative Research in the Social Sciences: An Integrated Approach to Research Design Measurement and Statistics,Thomas R. Black,"0,85",https://www.amazon.com/Doing-Quantitative-Research-Social-Sciences/dp/0761953531/ref=sr_1_139?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-139
Basic Business Statistics: Concepts and Applications (Whats New in Business Statistics),,"0,85",https://www.amazon.com/Basic-Business-Statistics-14th-Whats/dp/0134684842/ref=sr_1_136?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-136
Essentials of Statistics for the Behavioral Sciences (MindTap Course List),"Frederick J Gravetter,Larry B. Wallnau et al.","0,85",https://www.amazon.com/Essentials-Statistics-Behavioral-Sciences-MindTap/dp/0357365291/ref=sr_1_137?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-137
Statistics for the Behavioral Sciences,Gregory J. Privitera,"0,85",https://www.amazon.com/Statistics-Behavioral-Sciences-Gregory-Privitera/dp/1506386253/ref=sr_1_128?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-128
Using SPSS for Windows and Macintosh (7th Edition),"Samuel B. Green,Neil J. Salkind","0,85",https://www.amazon.com/Using-SPSS-Windows-Macintosh-7th/dp/0205958605/ref=sr_1_124?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-124
Essential Statistics for the Behavioral Sciences,Gregory J. Privitera,"0,85",https://www.amazon.com/Essential-Statistics-Behavioral-Sciences-Privitera/dp/150638630X/ref=sr_1_202?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-202
Statistics for Healthcare Professionals: An Introduction,"Ian Scott,Deborah Mazhindu","0,85",https://www.amazon.com/Statistics-Healthcare-Professionals-Introduction-Scott/dp/1446208931/ref=sr_1_198?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-198
The Humongous Book of Statistics Problems (Humongous Books),"W. Michael Kelley,Robert A. Donnelly","0,85",https://www.amazon.com/Humongous-Book-Statistics-Problems-Books/dp/1592578659/ref=sr_1_186?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-186
Introductory Statistics: Exploring the World Through Data,"Robert Gould,Colleen Ryan","0,85",https://www.amazon.com/Introductory-Statistics/dp/013518892X/ref=sr_1_183?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-183
Statistics for Nursing: A Practical Approach: A Practical Approach,Elizabeth Heavey,"0,85",https://www.amazon.com/Statistics-Nursing-Practical-Elizabeth-Heavey/dp/1284142019/ref=sr_1_181?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-181
Introductory Statistics with Randomization and Simulation,"David M Diez,Christopher D Barr et al.","0,85",https://www.amazon.com/Introductory-Statistics-Randomization-Simulation-David/dp/1500576697/ref=sr_1_122?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-122
Essentials of Precalculus with Calculus Previews (Jones & Bartlett Learning Series in Mathematics),"Dennis G. Zill,Jacqueline M. Dewar","0,85",https://www.amazon.com/Essentials-Precalculus-Calculus-Previews-Mathematics/dp/1284056325/ref=sr_1_119?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-119
Schaums Outline of Probability and Statistics 4th Edition: 897 Solved Problems + 20 Videos (Schaums Outlines),"John Schiller,R. Alu Srinivasan et al.","0,85",https://www.amazon.com/Schaums-Outline-Probability-Statistics-4th/dp/007179557X/ref=sr_1_110?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-110
SPSS Statistics For Dummies,"Jesus Salcedo,Keith McCormick","0,85",https://www.amazon.com/SPSS-Statistics-Dummies-Keith-McCormick/dp/1119560837/ref=sr_1_104?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-104
Elementary Statistics,Mario Triola,"0,85",https://www.amazon.com/Elementary-Statistics-13th-Mario-Triola/dp/0134462459/ref=sr_1_79?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-79
Python for Data Science: A Hands-On Introduction,Yuli Vasiliev,"0,825",https://www.amazon.com/Python-Data-Science-Example-Vasiliev/dp/1718502206/ref=sr_1_16?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-16
Hands-On Data Analysis with Pandas: A Python data science handbook for data collection wrangling analysis and visualization 2nd Edition,"Stefanie Molin,Ken Jee","0,825",https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_60?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-60
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science,Alex Gorelik,"0,825",https://www.amazon.com/Enterprise-Big-Data-Lake-Delivering/dp/1491931558/ref=sr_1_47?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-47
